week_day,is_rain,is_public_holiday,is_food_vendor,temperature,yesterday_customer_count,yesterday_revenue,event_location_rating,today_revenue
5,0,0,1,28.1,1081,7564.3,6,7794.76
2,0,0,1,26.3,949,6644.29,7,5754.42
7,0,0,0,29.5,201,4011.22,2,4153.9
3,0,0,1,33.3,756,5294.25,10,4841.8
2,0,0,1,32.7,736,5154.43,10,5193.18
6,0,0,0,25.2,195,3906.38,2,4321.57
3,0,1,0,32.6,156,3112.14,3,3512.25
3,0,0,0,25.1,135,2701.46,8,3013.41
3,0,0,1,34.8,584,4089.42,6,4012.45
1,0,0,0,29.5,165,3301.26,6,2901.59
6,0,0,1,26.0,878,6142.97,4,6606.26
5,0,0,1,32.4,1087,7612.29,8,7686.02
2,1,0,0,28.8,125,2505.9,7,2249.45
4,0,0,0,33.9,175,3500.12,10,2960.85
4,0,0,0,32.9,145,2894.86,2,2968.96
5,0,0,0,27.5,247,4932.72,6,4340.85
2,0,0,1,25.4,749,5239.52,9,4966.93
6,0,0,0,31.6,285,5707.13,2,4928.24
3,0,0,0,31.4,144,2872.27,5,2851.28
5,0,0,0,26.5,241,4823.3,4,4404.95
3,0,0,0,30.1,140,2805.07,7,3363.73
4,0,0,1,32.2,656,4590.97,8,5539.07
6,0,0,1,25.7,852,5965.85,3,6494.4
5,0,0,0,28.5,343,6852.92,8,6174.57
5,0,0,0,31.6,164,3282.3,3,3910.49
2,1,1,1,31.6,723,5058.45,8,4574.68
4,1,0,1,27.7,619,4329.89,8,4544.5
2,0,0,1,27.1,594,4155.03,5,4896.6
1,0,0,0,31.2,166,3315.56,8,3275.85
5,1,0,1,25.4,811,5677.12,2,4781.15
5,0,0,1,33.0,1251,8758.23,6,7967.61
5,1,0,1,33.1,1065,7458.29,9,7018.96
2,1,0,1,26.3,407,2849.29,4,3202.0
3,1,0,0,28.7,97,1931.17,2,1985.1
4,1,0,1,29.4,488,3418.0,4,3813.55
7,1,0,1,26.2,880,6157.28,10,7004.96
6,0,0,1,33.9,1003,7020.76,4,6233.04
7,0,0,0,33.6,352,7040.25,9,6183.22
2,0,0,0,34.2,143,2867.16,5,2913.14
7,0,0,1,33.4,917,6418.85,3,5881.32
7,1,0,1,32.8,634,4438.02,3,4359.5
6,1,0,1,34.8,933,6529.0,4,5556.81
7,1,0,0,25.4,195,3909.1,5,3585.04
6,0,0,1,33.2,820,5741.02,2,6484.06
4,0,0,1,30.1,798,5589.0,6,5496.14
4,1,0,0,30.9,112,2243.5,2,2236.02
6,1,0,1,28.0,1018,7124.11,2,6198.49
7,0,0,1,31.4,1182,8276.95,4,7494.19
4,0,0,0,26.6,177,3544.95,10,3944.66
2,0,0,0,32.3,134,2677.31,1,2237.2
1,0,0,1,26.0,477,3339.57,2,3788.02
7,0,0,1,30.6,1242,8695.85,7,7954.28
2,1,0,1,31.2,487,3407.86,5,3060.45
2,1,0,0,30.5,82,1634.02,6,2037.2
3,0,0,1,32.6,374,2618.94,1,3046.86
4,0,0,1,28.1,805,5637.72,7,4899.55
6,0,0,0,35.0,209,4188.18,2,3846.5
2,0,0,1,33.9,380,2662.75,1,2567.2
6,0,0,1,28.9,1009,7061.94,3,8813.24
4,0,0,1,31.2,516,3611.51,2,3833.07
1,0,0,0,32.9,117,2347.52,3,2365.52
6,1,0,1,31.4,519,3631.72,1,4397.07
5,1,0,1,30.8,827,5787.11,3,5557.07
4,0,0,0,31.8,182,3638.47,2,3242.86
2,1,0,0,27.7,100,2001.41,7,2408.95
3,1,0,1,25.6,481,3366.68,4,3605.76
5,0,0,0,32.8,196,3911.29,1,3884.46
7,1,0,0,29.4,222,4437.35,10,5165.83
5,0,0,1,28.3,784,5485.37,4,6175.52
4,0,0,1,31.0,642,4492.31,2,4105.32
5,1,0,0,35.0,164,3282.78,6,3389.55
2,0,0,1,31.4,866,6058.57,9,5437.3
6,0,0,1,26.2,1023,7164.4,2,7513.53
1,0,0,0,30.7,109,2171.67,1,2098.01
7,0,0,1,26.8,816,5710.02,7,7045.25
4,1,0,1,25.2,631,4416.33,10,3899.01
2,0,0,1,27.7,567,3969.21,4,3374.4
7,0,0,1,27.6,910,6369.7,2,6554.11
3,1,0,1,33.7,402,2817.26,1,2513.04
2,0,0,1,29.6,820,5741.4,10,5780.78
1,0,0,1,26.3,492,3441.8,2,3446.68
1,1,0,0,29.4,115,2297.79,6,2104.58
5,0,0,0,32.7,206,4127.74,6,4832.62
2,1,0,1,32.5,361,2524.14,2,2375.03
7,1,0,1,34.6,722,5055.8,9,5625.11
1,0,1,1,34.1,660,4620.86,8,5135.33
4,0,0,1,27.7,688,4814.63,3,4334.83
3,0,0,1,25.7,627,4386.36,2,4408.28
2,1,0,1,25.3,348,2435.79,1,2525.61
2,0,0,1,28.5,589,4124.73,3,3556.01
7,0,0,1,25.2,1188,8319.32,7,8123.8
2,0,0,1,34.4,475,3323.88,5,4049.05
7,0,0,1,29.2,1152,8067.19,1,6764.83
2,0,0,0,27.6,155,3092.39,7,2912.76
1,1,0,1,27.0,445,3115.67,5,2620.85
3,0,0,0,31.1,179,3576.78,5,3805.88
5,1,0,0,26.1,153,3069.24,6,3408.8
5,1,1,1,33.5,1061,7428.04,9,7250.48
7,1,0,1,30.2,686,4801.2,1,4432.69
2,0,0,1,30.4,423,2958.13,1,3552.5
3,0,0,1,29.6,697,4880.26,5,4141.85
1,0,1,1,33.5,603,4219.01,1,3951.83
2,1,0,1,29.6,685,4795.18,9,4709.59
4,1,0,1,25.6,390,2730.32,2,2716.73
5,0,0,1,33.1,837,5856.23,2,5254.53
5,0,0,1,27.0,842,5897.48,4,6527.74
3,0,0,1,26.6,771,5397.12,6,5355.59
3,0,0,1,27.0,630,4407.16,3,3828.54
7,1,0,0,33.8,192,3832.06,8,3908.29
4,0,0,0,34.8,166,3327.91,4,3001.35
4,0,0,0,25.3,164,3277.25,3,2816.26
7,1,0,1,30.4,602,4210.53,1,4214.22
2,1,0,0,26.1,106,2116.3,4,2222.61
3,0,0,0,32.8,166,3315.02,3,2795.62
1,1,0,1,27.0,473,3311.71,9,2964.45
2,0,0,1,30.8,566,3963.77,2,3761.29
1,0,0,0,33.0,133,2669.32,4,2634.51
7,0,0,1,26.6,954,6675.79,2,6190.69
5,0,0,0,32.9,237,4737.5,2,4075.42
2,1,0,0,27.8,132,2634.06,6,2207.17
1,0,0,0,26.4,182,3631.0,10,3136.67
4,1,0,0,31.5,109,2175.62,7,2527.32
2,0,0,0,29.4,183,3655.57,8,3170.58
2,0,0,0,33.0,141,2822.08,5,2816.21
4,0,0,0,34.7,165,3299.95,5,3092.25
4,0,0,1,31.3,719,5035.58,9,5812.19
2,0,0,1,33.8,453,3174.08,7,3942.74
7,1,0,1,30.6,837,5857.67,6,5794.17
5,0,0,0,32.2,248,4958.95,6,4337.51
5,0,0,1,33.2,812,5682.08,1,5590.85
7,1,0,1,32.1,815,5704.94,4,5054.64
2,0,0,0,29.6,90,1799.06,1,1907.56
7,1,0,1,29.9,746,5220.72,7,6004.25
3,1,1,0,32.1,173,3454.72,4,3056.22
5,0,0,0,26.0,250,4997.53,10,5321.18
1,1,0,1,29.5,423,2959.25,3,2691.38
5,1,0,1,31.5,812,5687.09,8,5003.69
5,0,0,0,29.7,301,6024.25,4,5055.42
5,0,0,0,31.3,276,5521.82,10,5937.18
2,1,0,0,31.9,85,1696.82,6,2049.65
1,0,0,1,26.7,530,3709.53,2,3268.84
7,0,0,0,27.8,311,6211.2,7,5875.4
5,0,0,0,31.9,145,2904.36,3,3281.55
6,1,0,1,25.3,817,5716.16,6,6202.58
2,1,0,1,31.5,654,4581.45,10,4297.82
7,0,0,1,27.6,1478,10345.44,7,8896.41
3,1,0,0,31.7,80,1606.06,1,1640.81
6,1,0,1,29.6,1293,9048.94,10,7897.31
1,0,0,1,30.5,630,4408.29,10,5221.31
2,0,0,1,29.2,546,3819.6,6,4676.24
6,0,0,0,32.4,248,4959.68,2,4337.9
7,1,0,1,27.9,1141,7983.59,8,6856.94
1,0,0,0,32.5,129,2587.62,5,2835.41
7,0,0,0,33.7,207,4148.55,7,4909.34
2,1,0,0,32.0,103,2068.69,9,2306.86
4,0,0,1,25.1,636,4451.81,4,4508.13
2,0,0,0,28.0,91,1816.18,1,1974.18
3,0,0,0,32.4,145,2897.12,7,3536.28
2,1,0,1,34.0,399,2792.86,2,2692.46
3,0,0,1,33.9,471,3299.94,1,3775.11
4,1,0,1,25.8,402,2815.0,3,3458.79
1,0,0,0,30.8,181,3628.94,9,3028.72
6,1,0,1,33.6,858,6003.24,5,5300.64
2,0,0,1,31.0,603,4217.95,8,4985.92
2,0,0,0,25.9,204,4086.36,10,3610.77
4,0,0,0,33.8,168,3364.8,5,3270.9
1,0,0,1,30.2,537,3759.81,8,3860.82
4,1,0,1,32.7,539,3776.04,7,3628.12
2,0,0,0,33.9,138,2758.17,1,2620.53
3,0,0,1,30.9,792,5545.31,10,5129.54
1,0,0,0,27.4,123,2452.37,6,2571.15
7,0,1,1,29.9,1816,12714.78,9,11985.02
1,1,0,1,34.5,553,3871.47,9,3861.79
6,1,0,1,31.3,868,6075.4,8,7334.14
3,0,0,1,27.5,624,4370.81,9,5341.59
5,1,0,1,26.4,649,4541.12,10,4986.26
2,0,0,0,34.7,103,2055.13,3,2339.53
2,1,0,1,31.1,368,2573.64,7,2821.13
2,1,0,1,27.1,365,2553.92,5,3180.21
3,1,0,0,27.2,104,2074.78,7,2546.71
5,0,0,0,26.1,296,5929.86,8,5763.75
7,0,0,1,30.1,1036,7253.5,7,7906.62
1,0,0,1,34.3,440,3080.72,2,2942.91
1,0,0,0,26.1,146,2911.46,9,3103.61
3,1,0,1,30.1,678,4748.23,10,4392.83
5,0,0,1,34.9,1071,7496.23,10,8792.24
5,1,0,0,27.7,153,3061.5,6,3174.49
6,0,0,1,34.1,1000,7000.86,6,6448.76
1,0,0,0,31.1,199,3982.17,8,3368.94
7,1,0,1,33.2,522,3651.79,3,4561.17
3,1,0,1,31.4,534,3736.35,5,3476.85
6,0,0,0,26.1,224,4484.81,4,4703.35
7,0,0,1,29.6,1019,7134.02,6,7373.06
7,0,0,0,32.5,233,4659.86,9,5625.11
4,0,0,1,25.8,612,4285.07,1,4014.38
2,0,0,1,31.8,536,3748.54,4,3967.68
1,0,0,1,30.9,677,4740.36,5,4123.92
3,1,0,1,32.2,373,2613.83,2,3081.53
6,0,0,1,34.0,838,5864.06,3,6843.7
7,0,0,0,25.1,215,4298.94,5,4437.32
6,1,0,0,28.0,171,3412.76,1,4174.65
2,1,0,0,26.2,98,1964.84,4,1919.81
6,0,0,1,28.4,1758,12305.53,9,10811.0
1,1,1,1,31.9,695,4866.85,8,5007.19
2,0,0,0,31.7,143,2867.23,5,2570.14
5,1,0,1,29.5,761,5329.05,5,4760.83
4,1,0,1,33.2,402,2812.49,4,2722.96
4,0,0,1,28.7,877,6135.92,10,5897.49
1,0,1,1,32.1,600,4201.02,6,4846.9
5,0,0,0,29.3,200,3990.85,2,4656.56
4,0,1,1,33.9,625,4377.82,5,5403.52
3,1,1,1,31.5,609,4263.35,4,4042.01
2,0,0,0,28.4,169,3373.64,10,3649.2
4,1,0,1,31.8,574,4019.2,8,3856.04
3,0,0,0,28.6,129,2585.65,1,3019.84
5,1,0,0,29.9,130,2597.88,4,3203.25
6,0,0,1,30.1,995,6963.46,6,8537.86
5,0,0,1,25.3,1136,7954.93,9,8328.07
2,0,0,1,26.6,698,4887.81,9,4213.51
7,1,1,1,26.2,994,6958.98,2,5885.63
2,0,0,0,28.1,179,3581.34,6,3167.41
3,0,0,1,34.8,696,4870.43,8,5320.77
1,1,0,1,34.6,269,1883.12,2,2011.55
4,1,0,1,30.4,429,3000.16,7,3481.85
5,0,0,1,30.5,1178,8245.03,3,7274.21
2,0,1,1,29.4,900,6299.94,8,6840.82
2,0,0,1,27.6,745,5215.65,8,4395.58
3,0,0,1,30.6,455,3188.14,1,3395.57
4,0,0,0,30.8,152,3045.53,3,2899.14
4,1,0,0,29.9,118,2353.03,7,2449.26
6,0,0,1,34.9,896,6269.31,1,6100.03
1,0,0,1,31.2,578,4046.16,6,4595.17
7,1,0,1,29.0,805,5636.11,4,5540.75
2,1,0,0,27.3,134,2673.7,7,2255.12
5,0,0,1,34.1,1089,7619.78,5,6637.51
3,0,0,1,26.3,937,6561.64,7,5878.53
6,1,0,1,26.2,958,6708.21,6,5828.99
7,0,1,1,34.4,1328,9298.37,7,10818.12
1,0,0,0,29.6,127,2531.54,1,2210.14
5,0,0,1,30.9,781,5470.39,1,5757.51
4,1,0,1,27.9,434,3039.64,1,3184.15
5,1,0,1,30.1,558,3906.51,1,3918.54
1,1,0,0,30.8,150,3007.07,9,2719.33
3,0,0,1,30.7,605,4238.34,1,3584.47
3,0,0,1,27.0,1063,7442.76,10,6431.5
5,1,0,1,25.6,975,6823.29,9,5915.88
6,0,0,1,29.5,1972,13806.4,8,11794.77
2,0,0,1,25.2,570,3988.76,4,4026.05
3,1,0,0,31.9,122,2431.05,8,2847.42
2,1,0,0,28.0,92,1847.57,1,1958.24
6,0,0,1,33.0,1368,9573.11,8,8092.37
2,1,0,0,25.1,98,1969.83,2,1642.72
3,0,0,1,31.8,494,3455.36,5,4288.5
4,0,0,1,32.4,836,5850.09,5,5160.37
3,1,0,1,32.4,470,3291.8,2,2972.09
7,1,0,1,31.6,742,5194.57,3,4694.82
3,0,0,1,33.5,487,3411.05,2,3428.01
3,1,0,1,25.8,544,3810.77,8,3957.12
3,1,0,1,29.1,468,3273.38,7,3876.58
6,1,0,0,33.1,172,3437.37,1,2915.31
7,0,0,1,25.7,1200,8401.68,10,9133.99
6,0,0,1,25.8,1490,10428.74,10,10426.14
1,1,0,1,32.9,304,2128.48,3,2567.03
4,1,0,1,29.0,405,2832.62,1,3085.25
1,0,0,1,27.3,886,6202.5,9,5293.63
7,1,0,0,29.1,223,4451.44,6,3829.38
5,0,0,0,28.2,200,4008.96,4,3795.68
4,0,0,0,34.8,185,3706.25,9,3558.92
5,0,0,0,28.6,289,5786.37,8,5007.83
7,0,0,1,30.0,1161,8127.05,6,8295.11
2,0,0,1,30.9,745,5212.54,9,4857.7
6,0,0,0,27.4,345,6895.39,8,6351.8
7,0,0,1,33.2,1106,7741.48,6,7679.52
1,1,0,0,26.4,138,2764.06,7,2489.83
4,0,0,1,27.7,618,4328.16,10,5070.88
5,0,0,1,31.3,925,6472.74,8,7876.94
3,0,0,0,32.5,146,2920.86,8,3208.09
3,0,0,1,32.1,558,3906.56,6,4734.79
6,0,0,1,33.4,673,4710.37,1,5602.53
3,0,0,1,28.6,825,5773.22,9,6357.07
5,0,0,1,33.4,1376,9632.48,8,8327.2
2,1,0,1,29.3,521,3645.68,5,3132.09
5,0,0,1,28.8,923,6463.82,4,6767.98
4,1,0,0,31.3,173,3467.71,7,3206.26
1,1,0,1,25.0,534,3740.14,8,3506.75
4,1,1,0,34.7,171,3425.79,8,3101.9
1,0,0,1,34.5,503,3519.64,10,4179.37
4,1,0,1,32.8,738,5167.2,10,4885.5
2,1,0,0,25.5,136,2722.76,10,2722.32
5,1,0,0,29.3,217,4342.36,10,4417.1
6,1,0,1,27.1,611,4276.57,5,5209.35
4,1,0,1,32.7,504,3526.43,9,3648.28
3,1,0,0,33.2,135,2692.9,9,2533.44
6,0,0,1,29.7,1500,10502.38,6,9116.15
6,0,0,1,27.2,1049,7340.79,3,7995.45
5,0,0,1,26.4,1260,8819.57,6,8315.2
5,0,0,1,32.4,1119,7832.15,7,8175.07
6,1,0,0,32.1,165,3290.4,7,3740.42
7,0,0,0,33.9,141,2817.68,1,3422.69
6,0,0,1,26.1,977,6838.2,5,6795.09
6,0,0,1,27.7,800,5600.52,5,6933.64
2,1,0,1,26.2,331,2318.11,2,2401.05
5,1,0,1,29.9,1017,7120.06,9,6859.05
4,0,0,1,25.1,503,3517.76,5,3569.02
6,1,1,0,34.6,283,5657.78,6,6118.2
5,0,0,0,32.7,290,5792.18,8,5222.09
7,0,0,1,30.2,1010,7071.74,6,7803.44
7,0,0,0,25.2,213,4267.67,4,4652.31
3,0,1,0,32.7,129,2578.12,3,2717.54
6,0,0,1,25.0,1250,8749.0,9,9510.61
3,0,0,0,31.5,167,3348.7,6,3405.93
4,1,0,0,29.0,132,2633.39,6,2858.76
5,0,1,1,25.7,1149,8041.03,5,8092.57
4,1,0,0,32.5,113,2267.61,6,2291.62
5,0,0,0,25.6,235,4696.39,9,5656.65
2,0,0,0,28.7,127,2534.74,4,2847.53
2,1,0,0,27.0,155,3105.6,10,2791.48
5,0,0,1,30.8,613,4294.45,1,5000.61
1,1,0,1,33.1,481,3364.48,10,3145.4
5,0,0,1,27.6,1194,8361.17,7,8913.1
7,1,0,1,34.2,843,5900.23,5,5103.76
1,1,0,0,32.1,80,1591.89,9,1929.84
4,0,0,1,26.5,766,5363.57,6,4533.21
5,0,0,1,30.3,1061,7428.94,9,8284.23
5,0,0,1,30.0,825,5775.9,4,6347.97
7,1,0,0,33.1,198,3961.71,7,4026.68
6,1,0,1,30.5,571,3996.43,1,4613.22
4,1,0,0,29.5,100,1991.08,3,2253.18
7,0,0,1,25.5,971,6796.67,5,7578.88
4,0,0,1,34.6,472,3301.97,1,3757.49
4,1,0,1,34.5,552,3864.47,10,4275.72
1,1,0,1,29.4,407,2846.92,2,2744.22
3,1,0,1,25.7,428,2993.54,5,3417.12
5,0,0,1,32.9,1218,8528.82,7,7332.46
7,1,0,1,34.4,801,5607.95,3,4708.91
6,0,0,1,32.6,916,6413.28,3,7417.04
3,1,0,1,29.8,507,3550.98,6,3361.89
1,0,0,0,31.7,99,1985.44,1,2295.1
5,0,0,1,30.7,799,5594.27,5,6950.78
2,1,0,0,25.1,124,2487.56,7,2638.45
6,1,0,0,34.3,222,4433.97,10,4988.55
7,0,0,1,28.2,1363,9542.24,10,8376.14
7,0,0,1,32.3,998,6986.64,9,8607.76
4,0,0,1,29.8,697,4877.93,5,4580.33
1,0,0,1,26.2,642,4493.13,6,3847.48
2,1,0,0,34.9,58,1163.64,2,1422.61
2,0,0,1,32.6,569,3982.34,5,3614.7
6,0,0,0,34.2,261,5221.74,6,4423.81
4,0,0,1,30.8,779,5449.82,7,6052.66
3,1,0,1,30.6,508,3556.9,8,3770.17
4,0,0,1,31.6,637,4456.47,2,3817.77
2,0,0,0,26.0,120,2391.99,3,2386.3
5,0,0,1,27.2,786,5501.58,2,6025.88
1,1,0,1,34.5,507,3550.25,10,3438.0
4,1,0,0,29.4,147,2944.75,5,2668.53
5,1,0,1,27.8,806,5640.61,3,5992.87
3,0,0,1,33.9,699,4893.76,5,4940.53
2,0,0,0,30.0,149,2985.11,9,3384.97
1,1,0,1,30.9,584,4087.57,10,3579.27
6,0,0,1,27.1,772,5406.87,3,6526.38
5,1,0,1,25.7,799,5596.2,8,5806.6
3,0,0,0,33.1,178,3568.67,5,3146.06
3,0,0,1,28.3,832,5824.08,6,5484.79
4,0,0,0,26.5,210,4190.36,6,3642.67
1,1,0,1,30.4,336,2352.5,5,2886.4
5,0,0,1,26.3,942,6592.89,6,5959.84
5,1,0,1,25.0,686,4801.27,7,5842.0
2,0,0,1,34.7,434,3038.24,8,3412.03
7,0,0,1,28.0,706,4940.48,3,6171.05
4,0,0,1,32.3,710,4968.02,4,4186.28
2,0,0,1,27.2,673,4712.64,2,4136.18
6,0,0,1,29.2,1370,9590.19,8,10410.85
6,0,0,0,28.3,288,5757.97,7,6598.29
1,0,0,1,28.7,659,4614.21,3,3975.11
6,0,0,0,33.1,282,5643.59,3,5302.1
3,1,0,1,25.8,507,3549.56,10,3487.49
6,0,0,1,32.1,1219,8534.35,5,8257.64
1,0,0,1,34.5,473,3311.94,8,4053.94
2,0,0,0,27.7,167,3335.82,10,3072.31
7,1,0,1,32.6,634,4434.91,3,5273.34
6,1,1,1,30.1,878,6142.92,2,5236.17
2,0,0,0,33.3,180,3605.72,9,3342.08
7,1,0,1,32.1,1142,7996.35,10,7418.88
1,0,0,1,32.3,764,5348.42,9,4672.43
5,1,0,1,27.7,834,5837.21,10,6222.13
5,1,0,1,28.4,1053,7369.65,7,6185.65
5,0,0,1,33.6,1164,8149.8,7,7952.35
2,1,0,1,34.5,492,3444.48,6,3449.64
5,1,0,1,28.8,1098,7687.45,10,7028.35
1,0,0,1,28.8,389,2726.38,2,3365.58
3,0,0,0,33.4,104,2074.63,1,2320.64
6,1,0,1,32.0,1196,8372.05,9,7429.6
1,0,0,1,30.5,866,6064.98,7,5296.67
3,0,0,1,26.8,737,5159.99,5,4607.13
7,0,0,1,30.5,1227,8588.25,7,7493.34
7,0,0,1,26.6,857,6001.75,3,6496.0
3,0,0,1,27.9,973,6811.56,10,6088.97
3,1,0,0,27.5,112,2245.89,2,2139.05
6,0,0,1,30.7,908,6355.36,2,6945.35
2,0,0,1,28.1,695,4866.26,10,5170.36
6,1,0,0,31.2,173,3465.71,1,3603.32
7,0,0,1,25.7,1164,8148.38,7,7317.78
1,0,0,0,27.9,121,2414.53,1,2587.97
6,0,1,1,25.6,1548,10834.59,9,11410.01
3,1,0,1,34.4,495,3465.15,3,3291.01
6,0,0,1,27.0,1491,10434.02,9,10786.37
3,0,0,1,32.5,535,3747.74,4,4116.01
5,0,0,0,29.3,216,4310.1,1,3615.41
2,0,0,0,25.7,159,3176.0,7,2672.79
4,0,0,1,26.1,565,3956.53,2,4115.21
1,0,0,1,32.4,614,4297.42,10,4578.5
3,0,0,0,29.0,161,3221.85,4,3557.26
4,1,0,0,27.1,102,2037.56,7,2226.88
5,0,0,0,31.6,227,4533.93,2,3818.32
7,0,0,1,31.0,1110,7767.38,10,9281.95
3,1,1,1,31.0,652,4562.44,4,4347.42
7,0,0,1,31.5,1546,10820.74,10,10364.66
7,0,0,0,28.1,243,4853.62,4,5342.82
6,1,0,1,31.0,919,6431.62,6,6213.92
5,0,0,0,32.0,249,4970.95,5,4636.89
1,0,0,0,29.1,152,3035.34,9,3367.96
2,0,0,1,29.5,734,5135.57,5,4341.02
2,1,0,1,29.0,570,3989.1,8,3731.67
6,0,0,1,34.8,883,6180.34,4,7350.92
2,0,0,1,25.1,536,3750.26,3,3411.33
7,0,1,1,34.1,1436,10051.53,8,10324.0
5,0,0,1,27.6,1079,7552.61,8,9398.21
3,0,0,1,30.9,819,5736.45,10,5487.76
7,0,0,1,31.4,1151,8056.28,9,9630.29
3,0,0,0,27.0,192,3830.05,9,3327.62
7,0,1,0,32.4,277,5531.86,6,6153.19
4,1,0,1,25.6,389,2720.95,2,2766.38
6,0,0,0,32.3,240,4804.41,4,5771.34
4,0,0,1,34.5,810,5667.42,5,4991.58
2,0,0,1,33.1,664,4648.05,10,4440.61
3,0,0,0,32.4,175,3500.45,6,3196.27
3,1,0,0,30.2,121,2417.4,3,2069.15
5,1,0,1,30.8,673,4710.06,4,4638.93
5,0,0,0,27.7,243,4851.52,3,4548.65
4,1,0,1,32.9,578,4042.67,9,4117.87
5,1,0,0,31.3,217,4334.38,9,4463.64
7,0,0,1,29.4,842,5892.46,1,5560.35
2,1,0,1,34.4,381,2665.87,8,3296.22
6,0,0,1,28.0,968,6779.18,5,6772.05
3,0,0,1,25.6,726,5082.87,10,6035.54
2,0,0,1,32.6,574,4018.45,5,4169.09
3,0,0,1,31.6,601,4206.03,8,4867.05
1,0,0,1,25.7,419,2934.62,3,3356.69
7,0,0,0,31.6,335,6708.14,10,6245.63
5,0,0,0,26.1,221,4419.02,6,4825.97
2,0,0,1,28.1,808,5658.11,10,5578.77
6,0,0,1,28.6,981,6870.48,6,7297.25
6,0,1,1,33.3,1396,9770.14,3,8382.68
7,0,0,1,34.5,863,6043.98,2,6494.04
2,0,0,0,28.5,210,4207.7,8,3657.19
5,0,0,1,26.0,787,5510.94,2,5758.0
1,0,0,1,30.5,630,4406.81,7,3853.7
3,0,0,1,31.8,662,4635.92,3,4083.92
2,0,0,0,33.6,144,2870.37,6,2748.82
7,1,0,1,26.6,1183,8284.29,9,7746.25
3,0,0,1,26.8,597,4180.49,9,4935.52
2,0,0,1,26.7,660,4616.91,10,5765.4
4,0,0,0,32.2,146,2921.28,6,3378.98
4,0,0,1,25.8,679,4754.43,6,5886.74
4,0,0,0,26.7,134,2671.82,3,2837.2
3,0,0,1,26.1,688,4818.81,8,5420.82
7,0,0,1,30.2,768,5377.75,5,6533.59
5,0,0,0,28.9,250,4991.68,7,5585.53
5,0,0,1,27.2,1128,7896.47,7,7720.81
7,0,0,1,29.2,1070,7489.71,4,7708.81
5,1,0,1,30.4,722,5054.64,5,5818.78
3,0,0,0,30.0,159,3177.58,4,3293.57
7,0,0,0,33.7,242,4836.01,8,5715.26
5,0,0,1,31.1,1071,7494.67,6,8849.73
1,0,1,0,28.4,141,2814.63,2,3189.38
3,0,0,1,28.9,692,4846.26,4,4184.05
1,0,0,0,27.0,79,1587.32,5,1966.33
7,1,1,1,32.9,680,4762.99,1,5755.05
3,0,0,0,29.7,204,4081.63,5,3795.27
7,0,0,0,27.5,222,4444.03,5,5527.46
7,0,0,1,32.2,1257,8801.5,4,7798.91
4,1,0,1,33.4,402,2810.7,1,2827.56
2,0,0,1,28.3,513,3593.46,4,4114.44
4,0,1,1,33.5,1022,7156.29,3,6206.54
6,1,0,1,29.7,830,5811.81,2,5182.57
3,0,0,0,34.0,94,1888.94,1,2143.14
7,1,1,0,25.7,257,5149.92,7,5065.31
3,0,0,1,34.7,604,4230.8,7,5118.15
7,0,1,1,31.5,1740,12183.24,8,10863.09
6,0,0,0,29.3,280,5607.68,3,4677.46
4,0,0,1,30.6,473,3313.05,1,3523.74
1,0,0,1,28.7,391,2734.16,2,3304.18
2,0,0,1,28.7,839,5870.36,6,5524.05
7,1,0,0,32.1,157,3141.24,7,3910.2
3,1,0,0,27.2,104,2089.57,8,2605.04
5,0,0,0,33.0,267,5338.27,3,4813.05
5,0,0,0,30.5,365,7300.74,10,6632.82
7,0,0,0,33.0,251,5018.26,5,4982.37
7,0,0,0,26.4,359,7185.79,9,6550.99
4,1,0,1,26.7,554,3877.43,6,4416.26
7,0,0,0,33.9,322,6432.07,9,5828.86
7,0,0,1,31.0,1393,9747.55,9,9181.48
2,0,0,1,33.9,504,3530.99,2,4093.47
1,0,0,1,29.7,643,4499.18,3,4140.76
2,1,0,1,27.7,335,2347.34,2,2618.04
1,0,0,1,27.1,604,4228.68,9,4359.73
5,1,0,0,34.1,145,2896.48,10,3486.42
6,0,1,0,32.0,376,7524.03,8,7894.11
7,0,0,0,33.2,289,5770.15,9,6349.35
6,1,0,0,31.9,152,3037.47,1,3354.01
7,0,0,1,34.4,774,5417.98,5,5968.22
1,1,1,0,26.9,149,2973.95,4,2759.13
5,0,0,1,27.2,1118,7828.42,10,7352.1
6,1,0,1,33.1,829,5800.11,2,5219.63
7,0,0,1,32.6,1002,7011.28,7,7206.29
1,0,0,1,25.3,603,4220.49,6,4669.56
6,0,1,1,25.3,1500,10499.75,6,10264.34
3,0,1,1,25.4,1018,7128.9,7,6682.89
7,0,0,0,28.2,311,6216.43,4,5187.0
5,0,0,1,33.3,1039,7269.75,5,6388.47
3,1,0,0,27.5,73,1450.24,1,1730.67
3,0,0,1,35.0,569,3980.37,5,4276.95
1,0,0,1,32.5,555,3884.9,1,3239.98
7,1,0,0,27.4,191,3814.04,9,4673.27
5,0,1,0,29.1,287,5735.14,1,5587.23
4,0,0,0,28.1,208,4166.36,10,3924.1
2,0,0,0,27.3,147,2946.95,7,3613.34
5,1,0,1,33.4,901,6308.01,8,6020.18
2,0,0,1,30.6,600,4201.75,2,4060.55
5,0,0,1,30.8,1348,9435.32,7,7887.27
1,1,1,0,32.6,157,3134.38,7,3279.7
4,1,0,1,27.3,652,4561.51,10,4391.38
1,0,0,0,34.3,149,2974.39,9,2941.82
