transaction_id,timestamp,date,hour,day_of_week,is_weekend,event_id,event_name,region,vendor_name,vendor_category,customer_id,amount,payment_method
TXN013717,2026-01-04 19:07:00,2026-01-04,19,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Game On!,Games & Entertainment,C0304,11.42,qr_code
TXN010922,2026-01-04 19:09:00,2026-01-04,19,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Munchies Corner,Snacks,C0110,8.25,wallet
TXN007136,2026-01-04 19:10:00,2026-01-04,19,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Everyday Essentials,Household Items,C0380,20.26,wallet
TXN012325,2026-01-04 19:11:00,2026-01-04,19,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Casa Living,Household Items,C0284,41.92,cash
TXN005171,2026-01-04 19:12:00,2026-01-04,19,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,K-Food Craze,Trendy Food,C0012,11.51,wallet
TXN012995,2026-01-04 19:15:00,2026-01-04,19,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Win It Stall,Games & Entertainment,C0214,10.64,qr_code
TXN000027,2026-01-04 19:16:00,2026-01-04,19,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Lucky Strike,Games & Entertainment,C0198,9.98,cash
TXN010416,2026-01-04 19:18:00,2026-01-04,19,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Abang Burger,Hot Food,C0117,17.02,qr_code
TXN008156,2026-01-04 19:20:00,2026-01-04,19,Sunday,True,4,Jurong East Street Festival,Western Singapore,Lucky Strike,Games & Entertainment,C0436,11.65,qr_code
TXN008725,2026-01-04 19:22:00,2026-01-04,19,Sunday,True,4,Jurong East Street Festival,Western Singapore,The Juice Lab,Drinks,C0423,3.28,qr_code
TXN008925,2026-01-04 19:31:00,2026-01-04,19,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Mak Cik Stall,Hot Food,C0264,10.33,qr_code
TXN004947,2026-01-04 19:32:00,2026-01-04,19,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Mak Cik Stall,Hot Food,C0075,8.78,qr_code
TXN000085,2026-01-04 19:33:00,2026-01-04,19,Sunday,True,4,Jurong East Street Festival,Western Singapore,Mala Majik,Trendy Food,C0081,15.2,qr_code
TXN008323,2026-01-04 19:33:00,2026-01-04,19,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Everyday Essentials,Household Items,C0156,29.23,qr_code
TXN014146,2026-01-04 19:34:00,2026-01-04,19,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,K-Food Craze,Trendy Food,C0132,12.32,wallet
TXN000361,2026-01-04 19:37:00,2026-01-04,19,Sunday,True,4,Jurong East Street Festival,Western Singapore,Seoul Kitchen,Trendy Food,C0325,10.42,wallet
TXN003227,2026-01-04 19:42:00,2026-01-04,19,Sunday,True,5,Toa Payoh Night Market,Central Singapore,The Satay Corner,Hot Food,C0405,17.01,wallet
TXN001319,2026-01-04 19:47:00,2026-01-04,19,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Abang Burger,Hot Food,C0098,9.58,wallet
TXN007323,2026-01-04 19:49:00,2026-01-04,19,Sunday,True,4,Jurong East Street Festival,Western Singapore,Lucky Strike,Games & Entertainment,C0394,9.67,wallet
TXN005090,2026-01-04 19:52:00,2026-01-04,19,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Ali's Kitchen,Hot Food,C0401,10.45,wallet
TXN013425,2026-01-04 19:53:00,2026-01-04,19,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Uncle Razali Grill,Hot Food,C0239,13.4,wallet
TXN005385,2026-01-04 19:54:00,2026-01-04,19,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Cheese Me,Trendy Food,C0263,16.44,cash
TXN002813,2026-01-04 19:56:00,2026-01-04,19,Sunday,True,5,Toa Payoh Night Market,Central Singapore,The Satay Corner,Hot Food,C0402,13.24,qr_code
TXN001435,2026-01-04 19:56:00,2026-01-04,19,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Kopi Kaki,Drinks,C0136,3.86,cash
TXN003704,2026-01-04 19:56:00,2026-01-04,19,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Wok This Way,Hot Food,C0029,17.47,wallet
TXN012119,2026-01-04 19:57:00,2026-01-04,19,Sunday,True,4,Jurong East Street Festival,Western Singapore,Ali's Kitchen,Hot Food,C0159,7.64,wallet
TXN002406,2026-01-04 20:00:00,2026-01-04,20,Sunday,True,4,Jurong East Street Festival,Western Singapore,Nasi Lemak Bros,Hot Food,C0231,13.68,qr_code
TXN004285,2026-01-04 20:02:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Kopi Kaki,Drinks,C0071,8.01,wallet
TXN011340,2026-01-04 20:05:00,2026-01-04,20,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Teh Tarik Station,Drinks,C0220,9.07,qr_code
TXN003975,2026-01-04 20:05:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Coconut Grove,Drinks,C0287,4.73,wallet
TXN001837,2026-01-04 20:09:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Home & More,Household Items,C0107,13.62,qr_code
TXN007352,2026-01-04 20:10:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Seoul Kitchen,Trendy Food,C0451,20.77,qr_code
TXN012626,2026-01-04 20:14:00,2026-01-04,20,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Tornado Bites,Trendy Food,C0188,15.99,wallet
TXN004595,2026-01-04 20:14:00,2026-01-04,20,Sunday,True,4,Jurong East Street Festival,Western Singapore,Boba World,Drinks,C0213,6.11,cash
TXN010068,2026-01-04 20:17:00,2026-01-04,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Abang Burger,Hot Food,C0351,17.87,wallet
TXN013335,2026-01-04 20:18:00,2026-01-04,20,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Nasi Lemak Bros,Hot Food,C0055,10.25,wallet
TXN012398,2026-01-04 20:20:00,2026-01-04,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Kueh Corner,Desserts,C0302,10.69,cash
TXN000373,2026-01-04 20:24:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Game On!,Games & Entertainment,C0045,10.12,wallet
TXN007401,2026-01-04 20:24:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,The Linen Store,Household Items,C0207,25.27,wallet
TXN000102,2026-01-04 20:25:00,2026-01-04,20,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Dessert Alley,Desserts,C0020,5.13,wallet
TXN003054,2026-01-04 20:26:00,2026-01-04,20,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Kampung Wok,Hot Food,C0295,12.95,qr_code
TXN011015,2026-01-04 20:28:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Uncle Razali Grill,Hot Food,C0146,13.2,wallet
TXN003035,2026-01-04 20:31:00,2026-01-04,20,Sunday,True,5,Toa Payoh Night Market,Central Singapore,The Satay Corner,Hot Food,C0008,18.65,qr_code
TXN002877,2026-01-04 20:32:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Casa Living,Household Items,C0038,21.03,wallet
TXN001549,2026-01-04 20:34:00,2026-01-04,20,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Sugar Rush,Drinks,C0388,3.93,qr_code
TXN014099,2026-01-04 20:35:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Win It Stall,Games & Entertainment,C0329,7.98,qr_code
TXN006527,2026-01-04 20:37:00,2026-01-04,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Sweet Spot,Desserts,C0231,5.46,wallet
TXN006685,2026-01-04 20:39:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Uncle Razali Grill,Hot Food,C0386,15.71,qr_code
TXN000356,2026-01-04 20:44:00,2026-01-04,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Sugar Rush,Drinks,C0017,5.62,wallet
TXN008364,2026-01-04 20:46:00,2026-01-04,20,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Ice Ice Baby,Desserts,C0368,7.39,wallet
TXN005922,2026-01-04 20:49:00,2026-01-04,20,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Ali's Kitchen,Hot Food,C0166,15.86,qr_code
TXN008449,2026-01-04 20:50:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0346,20.47,qr_code
TXN011475,2026-01-04 20:50:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Street Fusion,Trendy Food,C0226,16.85,wallet
TXN014148,2026-01-04 20:51:00,2026-01-04,20,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Wok This Way,Hot Food,C0132,15.07,qr_code
TXN000832,2026-01-04 20:52:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Ice Ice Baby,Desserts,C0404,9.38,wallet
TXN004917,2026-01-04 20:54:00,2026-01-04,20,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Home & More,Household Items,C0110,27.04,qr_code
TXN007764,2026-01-04 20:55:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Ice Ice Baby,Desserts,C0178,9.01,wallet
TXN005156,2026-01-04 20:55:00,2026-01-04,20,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Win It Stall,Games & Entertainment,C0399,5.43,qr_code
TXN012217,2026-01-04 20:56:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Uncle Razali Grill,Hot Food,C0413,22.8,cash
TXN005188,2026-01-04 20:57:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Fun Zone,Games & Entertainment,C0322,9.06,cash
TXN005357,2026-01-04 20:57:00,2026-01-04,20,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Kopi Kaki,Drinks,C0112,7.79,cash
TXN013976,2026-01-04 20:59:00,2026-01-04,20,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Tornado Bites,Trendy Food,C0060,10.91,qr_code
TXN013557,2026-01-04 21:00:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,K-Food Craze,Trendy Food,C0336,18.72,wallet
TXN007068,2026-01-04 21:00:00,2026-01-04,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Durian Heaven,Desserts,C0390,6.65,wallet
TXN003315,2026-01-04 21:01:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Lucky Strike,Games & Entertainment,C0355,7.46,wallet
TXN006546,2026-01-04 21:02:00,2026-01-04,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Coconut Grove,Drinks,C0004,6.0,cash
TXN009477,2026-01-04 21:02:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Win It Stall,Games & Entertainment,C0227,5.16,wallet
TXN011751,2026-01-04 21:03:00,2026-01-04,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Mala Majik,Trendy Food,C0354,13.72,qr_code
TXN007946,2026-01-04 21:07:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Home & More,Household Items,C0465,27.75,wallet
TXN014103,2026-01-04 21:08:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Teh Tarik Station,Drinks,C0431,7.41,wallet
TXN007330,2026-01-04 21:08:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Mala Majik,Trendy Food,C0382,8.14,wallet
TXN004186,2026-01-04 21:10:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Coconut Grove,Drinks,C0013,3.27,qr_code
TXN000816,2026-01-04 21:11:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Snack Attack,Snacks,C0090,3.08,wallet
TXN010236,2026-01-04 21:15:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Boba World,Drinks,C0333,3.86,qr_code
TXN008042,2026-01-04 21:17:00,2026-01-04,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Fun Zone,Games & Entertainment,C0420,8.97,wallet
TXN003789,2026-01-04 21:21:00,2026-01-04,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Everyday Essentials,Household Items,C0375,18.63,wallet
TXN010649,2026-01-04 21:21:00,2026-01-04,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Ice Ice Baby,Desserts,C0010,6.51,cash
TXN012330,2026-01-04 21:21:00,2026-01-04,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Durian Heaven,Desserts,C0219,9.3,wallet
TXN000542,2026-01-04 21:21:00,2026-01-04,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Abang Burger,Hot Food,C0216,7.89,wallet
TXN012333,2026-01-04 21:23:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,The Satay Corner,Hot Food,C0485,12.99,qr_code
TXN000662,2026-01-04 21:24:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Lucky Strike,Games & Entertainment,C0111,12.45,qr_code
TXN013146,2026-01-04 21:25:00,2026-01-04,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Ali's Kitchen,Hot Food,C0115,24.99,cash
TXN003852,2026-01-04 21:26:00,2026-01-04,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Teh Tarik Station,Drinks,C0089,3.81,qr_code
TXN002466,2026-01-04 21:27:00,2026-01-04,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Kopi Kaki,Drinks,C0352,7.92,qr_code
TXN006519,2026-01-04 21:28:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,K-Food Craze,Trendy Food,C0100,16.3,wallet
TXN011969,2026-01-04 21:28:00,2026-01-04,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Ice Ice Baby,Desserts,C0070,5.55,wallet
TXN007297,2026-01-04 21:30:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Game On!,Games & Entertainment,C0494,3.42,wallet
TXN012214,2026-01-04 21:30:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Street Fusion,Trendy Food,C0070,18.29,wallet
TXN014156,2026-01-04 21:31:00,2026-01-04,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Dessert Alley,Desserts,C0178,5.23,qr_code
TXN000113,2026-01-04 21:31:00,2026-01-04,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Fun Zone,Games & Entertainment,C0070,12.75,cash
TXN009900,2026-01-04 21:32:00,2026-01-04,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Kampung Wok,Hot Food,C0311,16.27,qr_code
TXN012769,2026-01-04 21:33:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0184,13.45,cash
TXN014190,2026-01-04 21:34:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Everyday Essentials,Household Items,C0316,21.46,qr_code
TXN008868,2026-01-04 21:35:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Wok This Way,Hot Food,C0003,19.02,qr_code
TXN002108,2026-01-04 21:38:00,2026-01-04,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Teh Tarik Station,Drinks,C0370,3.09,cash
TXN014376,2026-01-04 21:38:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Teh Tarik Station,Drinks,C0060,6.68,qr_code
TXN014901,2026-01-04 21:39:00,2026-01-04,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Home & More,Household Items,C0453,16.5,qr_code
TXN001776,2026-01-04 21:40:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Kopi Kaki,Drinks,C0044,6.91,cash
TXN006075,2026-01-04 21:40:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Sugar Rush,Drinks,C0292,7.82,qr_code
TXN008413,2026-01-04 21:41:00,2026-01-04,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Nasi Lemak Bros,Hot Food,C0325,21.98,cash
TXN007336,2026-01-04 21:41:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,The Linen Store,Household Items,C0232,15.77,qr_code
TXN011423,2026-01-04 21:41:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Sweet Spot,Desserts,C0400,11.87,wallet
TXN009582,2026-01-04 21:44:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Boba World,Drinks,C0364,8.69,cash
TXN002896,2026-01-04 21:46:00,2026-01-04,21,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Teh Tarik Station,Drinks,C0377,3.32,cash
TXN006461,2026-01-04 21:47:00,2026-01-04,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Kampung Wok,Hot Food,C0081,20.47,qr_code
TXN001094,2026-01-04 21:48:00,2026-01-04,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Kopi Kaki,Drinks,C0215,6.63,wallet
TXN005374,2026-01-04 21:49:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,The Juice Lab,Drinks,C0171,2.71,wallet
TXN007693,2026-01-04 21:49:00,2026-01-04,21,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Sugar Rush,Drinks,C0055,4.93,wallet
TXN013338,2026-01-04 21:52:00,2026-01-04,21,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Teh Tarik Station,Drinks,C0306,5.46,wallet
TXN012932,2026-01-04 21:52:00,2026-01-04,21,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Mak Cik Stall,Hot Food,C0275,20.92,qr_code
TXN011570,2026-01-04 21:53:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Dessert Alley,Desserts,C0493,6.04,wallet
TXN007271,2026-01-04 21:55:00,2026-01-04,21,Sunday,True,4,Jurong East Street Festival,Western Singapore,Mak Cik Stall,Hot Food,C0453,13.15,qr_code
TXN000931,2026-01-04 21:57:00,2026-01-04,21,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Mak Cik Stall,Hot Food,C0338,17.71,wallet
TXN009648,2026-01-04 21:58:00,2026-01-04,21,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,The Linen Store,Household Items,C0254,24.47,wallet
TXN012228,2026-01-04 21:59:00,2026-01-04,21,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Win It Stall,Games & Entertainment,C0007,5.66,wallet
TXN005241,2026-01-04 22:00:00,2026-01-04,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Dessert Alley,Desserts,C0144,8.11,qr_code
TXN010847,2026-01-04 22:04:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Ice Ice Baby,Desserts,C0134,7.59,qr_code
TXN006377,2026-01-04 22:05:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Sweet Spot,Desserts,C0202,11.62,wallet
TXN003280,2026-01-04 22:08:00,2026-01-04,22,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Mak Cik Stall,Hot Food,C0357,21.13,wallet
TXN001109,2026-01-04 22:10:00,2026-01-04,22,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Sweet Spot,Desserts,C0391,6.84,wallet
TXN002720,2026-01-04 22:11:00,2026-01-04,22,Sunday,True,8,Clementi Night Bazaar,Western Singapore,The Linen Store,Household Items,C0088,15.64,wallet
TXN000371,2026-01-04 22:12:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Crunch Time,Snacks,C0459,3.68,wallet
TXN006622,2026-01-04 22:13:00,2026-01-04,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Uncle Razali Grill,Hot Food,C0027,21.16,qr_code
TXN010056,2026-01-04 22:14:00,2026-01-04,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Nasi Lemak Bros,Hot Food,C0160,15.77,wallet
TXN002092,2026-01-04 22:14:00,2026-01-04,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Mala Majik,Trendy Food,C0091,12.73,qr_code
TXN009727,2026-01-04 22:15:00,2026-01-04,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,The Linen Store,Household Items,C0089,27.05,qr_code
TXN006971,2026-01-04 22:15:00,2026-01-04,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Sweet Spot,Desserts,C0223,5.96,wallet
TXN003510,2026-01-04 22:17:00,2026-01-04,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Cheese Me,Trendy Food,C0419,16.6,qr_code
TXN005290,2026-01-04 22:17:00,2026-01-04,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Durian Heaven,Desserts,C0350,6.32,wallet
TXN013642,2026-01-04 22:18:00,2026-01-04,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Street Fusion,Trendy Food,C0227,18.01,wallet
TXN006467,2026-01-04 22:20:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Mala Majik,Trendy Food,C0053,14.12,qr_code
TXN006325,2026-01-04 22:21:00,2026-01-04,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Home & More,Household Items,C0274,26.55,cash
TXN014174,2026-01-04 22:24:00,2026-01-04,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Sugar Rush,Drinks,C0476,7.57,wallet
TXN004918,2026-01-04 22:27:00,2026-01-04,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Sweet Spot,Desserts,C0372,12.02,cash
TXN012950,2026-01-04 22:28:00,2026-01-04,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Crunch Time,Snacks,C0016,8.63,wallet
TXN009610,2026-01-04 22:29:00,2026-01-04,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Win It Stall,Games & Entertainment,C0091,6.14,wallet
TXN013527,2026-01-04 22:30:00,2026-01-04,22,Sunday,True,8,Clementi Night Bazaar,Western Singapore,Nasi Lemak Bros,Hot Food,C0287,10.04,cash
TXN010728,2026-01-04 22:31:00,2026-01-04,22,Sunday,True,7,Bedok Food Carnival,Eastern Singapore,Tornado Bites,Trendy Food,C0384,9.99,wallet
TXN006311,2026-01-04 22:31:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,The Juice Lab,Drinks,C0143,6.94,wallet
TXN012704,2026-01-04 22:38:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Coconut Grove,Drinks,C0321,7.71,wallet
TXN003625,2026-01-04 22:41:00,2026-01-04,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Sweet Spot,Desserts,C0072,12.19,qr_code
TXN010843,2026-01-04 22:42:00,2026-01-04,22,Sunday,True,4,Jurong East Street Festival,Western Singapore,Sweet Spot,Desserts,C0133,8.76,cash
TXN013237,2026-01-04 22:45:00,2026-01-04,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Game On!,Games & Entertainment,C0228,5.81,wallet
TXN005333,2026-01-04 22:45:00,2026-01-04,22,Sunday,True,2,Woodlands Pasar Malam,Northern Singapore,Munchies Corner,Snacks,C0155,2.95,qr_code
TXN014407,2026-01-04 22:47:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Kueh Corner,Desserts,C0133,8.76,cash
TXN010666,2026-01-04 22:47:00,2026-01-04,22,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Fun Zone,Games & Entertainment,C0053,8.86,cash
TXN001762,2026-01-04 22:50:00,2026-01-04,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Munchies Corner,Snacks,C0027,9.13,wallet
TXN013336,2026-01-04 22:52:00,2026-01-04,22,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Abang Burger,Hot Food,C0269,14.21,wallet
TXN001713,2026-01-04 22:53:00,2026-01-04,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,The Linen Store,Household Items,C0109,39.55,wallet
TXN005630,2026-01-04 22:55:00,2026-01-04,22,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Lucky Strike,Games & Entertainment,C0436,6.55,wallet
TXN005316,2026-01-04 22:57:00,2026-01-04,22,Sunday,True,3,Tampines Round Market Night,Eastern Singapore,Sugar Rush,Drinks,C0053,3.95,wallet
TXN013241,2026-01-04 23:11:00,2026-01-04,23,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Kacang Queen,Snacks,C0486,3.36,qr_code
TXN001972,2026-01-04 23:14:00,2026-01-04,23,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,K-Food Craze,Trendy Food,C0146,14.77,qr_code
TXN007803,2026-01-04 23:14:00,2026-01-04,23,Sunday,True,1,Geylang Serai Ramadan Bazaar,Eastern Singapore,Kueh Corner,Desserts,C0175,12.21,wallet
TXN004789,2026-01-04 23:30:00,2026-01-04,23,Sunday,True,5,Toa Payoh Night Market,Central Singapore,Jelly Bliss,Desserts,C0064,9.95,qr_code
TXN012572,2026-01-04 23:45:00,2026-01-04,23,Sunday,True,4,Jurong East Street Festival,Western Singapore,Home & More,Household Items,C0180,20.99,qr_code
TXN002831,2026-01-04 23:57:00,2026-01-04,23,Sunday,True,6,Ang Mo Kio Community Bazaar,Central Singapore,Teh Tarik Station,Drinks,C0244,7.63,wallet
TXN001130,2026-01-05 18:07:00,2026-01-05,18,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Durian Heaven,Desserts,C0202,6.63,wallet
TXN006799,2026-01-05 18:09:00,2026-01-05,18,Monday,False,8,Clementi Night Bazaar,Western Singapore,Kopi Kaki,Drinks,C0392,4.46,qr_code
TXN006176,2026-01-05 18:17:00,2026-01-05,18,Monday,False,2,Woodlands Pasar Malam,Northern Singapore,Casa Living,Household Items,C0434,12.49,wallet
TXN005073,2026-01-05 18:29:00,2026-01-05,18,Monday,False,3,Tampines Round Market Night,Eastern Singapore,Sweet Spot,Desserts,C0061,5.07,wallet
TXN010615,2026-01-05 18:34:00,2026-01-05,18,Monday,False,6,Ang Mo Kio Community Bazaar,Central Singapore,Sugar Rush,Drinks,C0421,6.39,wallet
TXN014519,2026-01-05 18:38:00,2026-01-05,18,Monday,False,5,Toa Payoh Night Market,Central Singapore,Street Fusion,Trendy Food,C0210,8.21,qr_code
TXN001369,2026-01-05 18:40:00,2026-01-05,18,Monday,False,4,Jurong East Street Festival,Western Singapore,Tornado Bites,Trendy Food,C0481,8.28,wallet
